"","units","context","element","taxonid","symmetry","taxongroup","elementtype","variablename","ecologicalgroup","samples","sites"
"1117","NISP",NA,"valve",10969,NA,"Diatoms","valve","Fragilaria brevistriata var. trigona","DIAT",4,3
"1118","NISP",NA,"valve",10970,NA,"Diatoms","valve","Fragilaria capucina var. perminuta","DIAT",3,3
"1119","NISP",NA,"valve",10971,NA,"Diatoms","valve","Fragilaria spp.","DIAT",208,202
"1120","NISP",NA,"valve",10972,NA,"Diatoms","valve","Fragilaria sp. 1 ?","DIAT",128,98
"1121","NISP",NA,"valve",10973,NA,"Diatoms","valve","Fragilaria sp. 2 ?","DIAT",98,54
"1122","NISP",NA,"valve",10974,NA,"Diatoms","valve","Fragilaria sp. 3 ?","DIAT",22,21
"1123","NISP",NA,"valve",10975,NA,"Diatoms","valve","Fragilaria sp. 4 ?","DIAT",12,11
"1124","NISP",NA,"valve",10976,NA,"Diatoms","valve","Fragilaria sp. 5 ?","DIAT",8,7
"1125","NISP",NA,"valve",10977,NA,"Diatoms","valve","Fragilaria sp. 6 ?","DIAT",9,8
"1126","NISP",NA,"valve",10978,NA,"Diatoms","valve","Fragilaria sp. 7 ?","DIAT",3,3
"1127","NISP",NA,"valve",10979,NA,"Diatoms","valve","Frustulia rhomboides","DIAT",1148,383
"1128","NISP",NA,"valve",10980,NA,"Diatoms","valve","Frustulia rhomboides var. amphipleuroides","DIAT",12,10
"1129","NISP",NA,"valve",10981,NA,"Diatoms","valve","Frustulia rhomboides var. capitata","DIAT",73,58
"1130","NISP",NA,"valve",10982,NA,"Diatoms","valve","Frustulia rhomboides var. crassinervia","DIAT",45,37
"1131","NISP",NA,"valve",10983,NA,"Diatoms","valve","Frustulia rhomboides var. saxonica","DIAT",1144,344
"1132","NISP",NA,"valve",10984,NA,"Diatoms","valve","Frustulia rhomboides var. viridula","DIAT",6,3
"1133","NISP",NA,"valve",10985,NA,"Diatoms","valve","Frustulia pseudomagaliesmontana","DIAT",695,230
"1134","NISP",NA,"valve",10986,NA,"Diatoms","valve","Frustulia rhomboides var. 1 PIRLA","DIAT",16,16
"1135","NISP",NA,"valve",10989,NA,"Diatoms","valve","Frustulia vulgaris","DIAT",187,124
"1136","NISP",NA,"valve",10991,NA,"Diatoms","valve","Frustulia weinholdii","DIAT",2,2
"1137","NISP",NA,"valve",10994,NA,"Diatoms","valve","Frustulia crassinervia","DIAT",204,104
"1138","NISP",NA,"valve",10995,NA,"Diatoms","valve","Frustulia saxonica","DIAT",424,221
"1139","NISP",NA,"valve",10996,NA,"Diatoms","valve","Frustulia spp.","DIAT",67,65
"1140","NISP",NA,"valve",10997,NA,"Diatoms","valve","Frustulia sp. 1?","DIAT",7,7
"1141","NISP",NA,"valve",11000,NA,"Diatoms","valve","Gomphoneis herculeana","DIAT",1,1
"1142","NISP",NA,"valve",11003,NA,"Diatoms","valve","Gomphoneis olivaceum","DIAT",7,7
"1143","NISP",NA,"valve",11006,NA,"Diatoms","valve","Gomphonema acuminatum","DIAT",322,201
"1144","NISP",NA,"valve",11007,NA,"Diatoms","valve","Gomphonema affine","DIAT",123,116
"1145","NISP",NA,"valve",11008,NA,"Diatoms","valve","Gomphonema angustatum","DIAT",431,200
"1146","NISP",NA,"valve",11009,NA,"Diatoms","valve","Gomphonema angustatum var. citera","DIAT",2,2
"1147","NISP",NA,"valve",11010,NA,"Diatoms","valve","Gomphonema consector","DIAT",5,5
"1148","NISP",NA,"valve",11011,NA,"Diatoms","valve","Gomphonema dichotomum","DIAT",14,14
"1149","NISP",NA,"valve",11012,NA,"Diatoms","valve","Gomphonema gracile","DIAT",397,332
"1150","NISP",NA,"valve",11013,NA,"Diatoms","valve","Gomphonema grunowii","DIAT",1,1
"1151","NISP",NA,"valve",11014,NA,"Diatoms","valve","Gomphonema novacula","DIAT",1,1
"1152","NISP",NA,"valve",11015,NA,"Diatoms","valve","Gomphonema parvulum","DIAT",512,400
"1153","NISP",NA,"valve",11016,NA,"Diatoms","valve","Gomphonema subclavatum var. commutatum","DIAT",16,16
"1154","NISP",NA,"valve",11017,NA,"Diatoms","valve","Gomphonema subtile","DIAT",89,62
"1155","NISP",NA,"valve",11018,NA,"Diatoms","valve","Gomphonema tergestinum","DIAT",13,13
"1156","NISP",NA,"valve",11019,NA,"Diatoms","valve","Gomphonema truncatum var. capitatum","DIAT",1,1
"1157","NISP",NA,"valve",11020,NA,"Diatoms","valve","Gomphonema truncatum var. turgidum","DIAT",21,21
"1158","NISP",NA,"valve",11021,NA,"Diatoms","valve","Gomphonema sp. 1 PIRLA","DIAT",44,35
"1159","NISP",NA,"valve",11022,NA,"Diatoms","valve","Gomphonema sp. 2 PIRLA","DIAT",14,9
"1160","NISP",NA,"valve",11023,NA,"Diatoms","valve","Gomphonema cf. cumrhis","DIAT",5,5
"1161","NISP",NA,"valve",11024,NA,"Diatoms","valve","Gomphonema cf. consector","DIAT",25,24
"1162","NISP",NA,"valve",11025,NA,"Diatoms","valve","Gomphonema sp. 4 PIRLA","DIAT",28,18
"1163","NISP",NA,"valve",11026,NA,"Diatoms","valve","Gomphonema sp. 3 PIRLA","DIAT",82,28
"1164","NISP",NA,"valve",11027,NA,"Diatoms","valve","Gomphonema truncatum","DIAT",101,100
"1165","NISP",NA,"valve",11028,NA,"Diatoms","valve","Gomphonema affine var. insigne","DIAT",2,2
"1166","NISP",NA,"valve",11029,NA,"Diatoms","valve","Gomphonema puiggarianum var. aequatorialis","DIAT",26,26
"1167","NISP",NA,"valve",11030,NA,"Diatoms","valve","Gomphonema angustatum var. sarcophagus","DIAT",1,1
"1168","NISP",NA,"valve",11031,NA,"Diatoms","valve","Gomphonema quadripunctatum","DIAT",1,1
"1169","NISP",NA,"valve",11032,NA,"Diatoms","valve","Gomphonema subclavatum","DIAT",11,11
"1170","NISP",NA,"valve",11033,NA,"Diatoms","valve","Gomphonema intricatum","DIAT",87,87
"1171","NISP",NA,"valve",11034,NA,"Diatoms","valve","Gomphonema ventricosum","DIAT",2,2
"1172","NISP",NA,"valve",11035,NA,"Diatoms","valve","Gomphonema sp. 7 PIRLA","DIAT",5,5
"1173","NISP",NA,"valve",11036,NA,"Diatoms","valve","Gomphonema sp. 8 PIRLA","DIAT",1,1
"1174","NISP",NA,"valve",11037,NA,"Diatoms","valve","Gomphonema sp. 9 PIRLA","DIAT",2,2
"1175","NISP",NA,"valve",11038,NA,"Diatoms","valve","Gomphonema sp. 10 PIRLA","DIAT",1,1
"1176","NISP",NA,"valve",11039,NA,"Diatoms","valve","Gomphonema sp. 11 PIRLA","DIAT",5,5
"1177","NISP",NA,"valve",11040,NA,"Diatoms","valve","Gomphonema sp. 12 PIRLA","DIAT",1,1
"1178","NISP",NA,"valve",11047,NA,"Diatoms","valve","Gomphonema puiggarianum","DIAT",2,2
"1179","NISP",NA,"valve",11048,NA,"Diatoms","valve","Gomphonema tackei var. brevistriatum","DIAT",15,15
"1180","NISP",NA,"valve",11050,NA,"Diatoms","valve","Gomphonema sp. 20 PIRLA","DIAT",1,1
"1181","NISP",NA,"valve",11051,NA,"Diatoms","valve","Gomphonema gibba","DIAT",1,1
"1182","NISP",NA,"valve",11053,NA,"Diatoms","valve","Gomphonema angustatum var. productum","DIAT",100,100
"1183","NISP",NA,"valve",11055,NA,"Diatoms","valve","Gomphonema subtile var. sagitta","DIAT",9,9
"1184","NISP",NA,"valve",11056,NA,"Diatoms","valve","Gomphonema intricatum var. vibrio","DIAT",2,2
"1185","NISP",NA,"valve",11058,NA,"Diatoms","valve","Gomphonema productum","DIAT",11,11
"1186","NISP",NA,"valve",11059,NA,"Diatoms","valve","Gomphonema sphaerophorum","DIAT",12,12
"1187","NISP",NA,"valve",11060,NA,"Diatoms","valve","Gomphonema turris","DIAT",17,17
"1188","NISP",NA,"valve",11061,NA,"Diatoms","valve","Gomphonema acuminatum var. pusillum","DIAT",5,5
"1189","NISP",NA,"valve",11062,NA,"Diatoms","valve","Gomphonema apiculatum","DIAT",4,4
"1190","NISP",NA,"valve",11063,NA,"Diatoms","valve","Gomphonema clevei","DIAT",17,17
"1191","NISP",NA,"valve",11064,NA,"Diatoms","valve","Gomphonema olivaceoides","DIAT",6,6
"1192","NISP",NA,"valve",11065,NA,"Diatoms","valve","Gomphonema sp. 23 PIRLA","DIAT",2,2
"1193","NISP",NA,"valve",11066,NA,"Diatoms","valve","Gomphonema acuminatum var. elongatum","DIAT",43,43
"1194","NISP",NA,"valve",11067,NA,"Diatoms","valve","Gomphonema olivaceum","DIAT",61,61
"1195","NISP",NA,"valve",11068,NA,"Diatoms","valve","Gomphonema truncatum var. elongatum","DIAT",19,19
"1196","NISP",NA,"valve",11071,NA,"Diatoms","valve","Gomphonema apuncto","DIAT",1,1
"1197","NISP",NA,"valve",11072,NA,"Diatoms","valve","Gomphonema augur","DIAT",14,14
"1198","NISP",NA,"valve",11073,NA,"Diatoms","valve","Gomphonema carolinense","DIAT",1,1
"1199","NISP",NA,"valve",11074,NA,"Diatoms","valve","Gomphonema olivaceoides var. hutchinsoniana","DIAT",5,5
"1200","NISP",NA,"valve",11076,NA,"Diatoms","valve","Gomphonema rhombicum","DIAT",18,18
"1201","NISP",NA,"valve",11077,NA,"Diatoms","valve","Gomphonema angustatum var. obtusatum","DIAT",1,1
"1202","NISP",NA,"valve",11078,NA,"Diatoms","valve","Gomphonema bohemicum","DIAT",4,4
"1203","NISP",NA,"valve",11079,NA,"Diatoms","valve","Gomphonema brebissonii","DIAT",2,2
"1204","NISP",NA,"valve",11083,NA,"Diatoms","valve","Gomphonema pumilum","DIAT",62,62
"1205","NISP",NA,"valve",11084,NA,"Diatoms","valve","Gomphonema variostriatum","DIAT",58,54
"1206","NISP",NA,"valve",11085,NA,"Diatoms","valve","Gomphonema minusculum","DIAT",22,20
"1207","NISP",NA,"valve",11086,NA,"Diatoms","valve","Gomphonema angustum","DIAT",94,93
"1208","NISP",NA,"valve",11087,NA,"Diatoms","valve","Gomphonema clavatum","DIAT",60,60
"1209","NISP",NA,"valve",11089,NA,"Diatoms","valve","Gomphonema minutum fo. syriacum","DIAT",2,2
"1210","NISP",NA,"valve",11091,NA,"Diatoms","valve","Gomphonema sarcophagus","DIAT",11,11
"1211","NISP",NA,"valve",11094,NA,"Diatoms","valve","Gomphonema insigne","DIAT",11,11
"1212","NISP",NA,"valve",11095,NA,"Diatoms","valve","Gomphonema pseudoaugur","DIAT",13,13
"1213","NISP",NA,"valve",11096,NA,"Diatoms","valve","Gomphonema mexicanum","DIAT",4,3
"1214","NISP",NA,"valve",11098,NA,"Diatoms","valve","Gomphonema micropus","DIAT",41,41
"1215","NISP",NA,"valve",11099,NA,"Diatoms","valve","Gomphonema pseudotenellum","DIAT",1,1
"1216","NISP",NA,"valve",11100,NA,"Diatoms","valve","Gomphonema agnitum","DIAT",2,2
"1217","NISP",NA,"valve",11101,NA,"Diatoms","valve","Gomphonema minutum","DIAT",70,70
"1218","NISP",NA,"valve",11103,NA,"Diatoms","valve","Gomphonema parallelistriatum","DIAT",2,2
"1219","NISP",NA,"valve",11104,NA,"Diatoms","valve","Gomphonema spp.","DIAT",292,281
"1220","NISP",NA,"valve",11105,NA,"Diatoms","valve","Gomphonema sp. 1 ?","DIAT",147,127
"1221","NISP",NA,"valve",11106,NA,"Diatoms","valve","Gomphonema sp. 2 ?","DIAT",29,27
"1222","NISP",NA,"valve",11107,NA,"Diatoms","valve","Gomphonema sp. 3 ?","DIAT",6,6
"1223","NISP",NA,"valve",11108,NA,"Diatoms","valve","Gomphonema sp. 4 ?","DIAT",3,3
"1224","NISP",NA,"valve",11110,NA,"Diatoms","valve","Gyrosigma acuminatum","DIAT",123,109
"1225","NISP",NA,"valve",11111,NA,"Diatoms","valve","Gyrosigma spencerii var. curvula","DIAT",12,12
"1226","NISP",NA,"valve",11112,NA,"Diatoms","valve","Gyrosigma obtusatum","DIAT",5,5
"1227","NISP",NA,"valve",11113,NA,"Diatoms","valve","Gyrosigma spencerii","DIAT",22,22
"1228","NISP",NA,"valve",11114,NA,"Diatoms","valve","Gyrosigma attenuatum","DIAT",37,37
"1229","NISP",NA,"valve",11115,NA,"Diatoms","valve","Gyrosigma obscurum","DIAT",31,31
"1230","NISP",NA,"valve",11120,NA,"Diatoms","valve","Gyrosigma macrum","DIAT",1,1
"1231","NISP",NA,"valve",11121,NA,"Diatoms","valve","Gyrosigma wormleyi","DIAT",1,1
"1232","NISP",NA,"valve",11122,NA,"Diatoms","valve","Gyrosigma sciotoense","DIAT",1,1
"1233","NISP",NA,"valve",11124,NA,"Diatoms","valve","Gyrosigma spp.","DIAT",51,33
"1234","NISP",NA,"valve",11125,NA,"Diatoms","valve","Gyrosigma sp. 1 ?","DIAT",2,2
"1235","NISP",NA,"valve",11126,NA,"Diatoms","valve","Hannaea arcus","DIAT",28,28
"1236","NISP",NA,"valve",11128,NA,"Diatoms","valve","Hantzschia elongata","DIAT",5,5
"1237","NISP",NA,"valve",11129,NA,"Diatoms","valve","Hantzschia amphioxys","DIAT",189,137
"1238","NISP",NA,"valve",11130,NA,"Diatoms","valve","Hantzschia amphioxys var. vivax","DIAT",2,2
"1239","NISP",NA,"valve",11133,NA,"Diatoms","valve","Hantzschia vivax","DIAT",1,1
"1240","NISP",NA,"valve",11134,NA,"Diatoms","valve","Hantzschia spectabilis","DIAT",2,2
"1241","NISP",NA,"valve",11135,NA,"Diatoms","valve","Hantzschia sp. 1?","DIAT",6,6
"1242","NISP",NA,"valve",11137,NA,"Diatoms","valve","Krasskella kriegerana","DIAT",99,52
"1243","NISP",NA,"valve",11138,NA,"Diatoms","valve","Mastogloia elliptica var. danseii","DIAT",12,12
"1244","NISP",NA,"valve",11139,NA,"Diatoms","valve","Mastogloia smithii","DIAT",61,61
"1245","NISP",NA,"valve",11141,NA,"Diatoms","valve","Mastogloia smithii var. lacustris","DIAT",42,42
"1246","NISP",NA,"valve",11142,NA,"Diatoms","valve","Mastogloia grevillei","DIAT",5,5
"1247","NISP",NA,"valve",11143,NA,"Diatoms","valve","Mastogloia elliptica","DIAT",33,33
"1248","NISP",NA,"valve",11145,NA,"Diatoms","valve","Melosira ambigua","DIAT",213,181
"1249","NISP",NA,"valve",11146,NA,"Diatoms","valve","Melosira distans","DIAT",194,117
"1250","NISP",NA,"valve",11147,NA,"Diatoms","valve","Melosira distans var. africana","DIAT",1,1
"1251","NISP",NA,"valve",11148,NA,"Diatoms","valve","Melosira distans var. alpigena","DIAT",3,2
"1252","NISP",NA,"valve",11149,NA,"Diatoms","valve","Melosira granulata","DIAT",84,84
"1253","NISP",NA,"valve",11150,NA,"Diatoms","valve","Melosira granulata var. angustissima","DIAT",15,15
"1254","NISP",NA,"valve",11151,NA,"Diatoms","valve","Melosira islandica","DIAT",1,1
"1255","NISP",NA,"valve",11152,NA,"Diatoms","valve","Melosira islandica subsp. helvetica","DIAT",1,1
"1256","NISP",NA,"valve",11153,NA,"Diatoms","valve","Melosira italica","DIAT",21,21
"1257","NISP",NA,"valve",11154,NA,"Diatoms","valve","Melosira italica subsp. subarctica","DIAT",83,72
"1258","NISP",NA,"valve",11155,NA,"Diatoms","valve","Melosira italica var. valida","DIAT",35,34
"1259","NISP",NA,"valve",11156,NA,"Diatoms","valve","Melosira lirata","DIAT",213,173
"1260","NISP",NA,"valve",11157,NA,"Diatoms","valve","Melosira lirata var. lacustris","DIAT",66,62
"1261","NISP",NA,"valve",11158,NA,"Diatoms","valve","Melosira sp. 13 PIRLA","DIAT",7,7
"1262","NISP",NA,"valve",11159,NA,"Diatoms","valve","Melosira perglabra var. floriniae","DIAT",166,144
"1263","NISP",NA,"valve",11160,NA,"Diatoms","valve","Melosira distans var. tenella","DIAT",201,166
"1264","NISP",NA,"valve",11161,NA,"Diatoms","valve","Melosira pseudoamericana","DIAT",14,14
"1265","NISP",NA,"valve",11162,NA,"Diatoms","valve","Melosira perglabra","DIAT",208,179
"1266","NISP",NA,"valve",11163,NA,"Diatoms","valve","Melosira sp. 9 PIRLA","DIAT",21,19
"1267","NISP",NA,"valve",11164,NA,"Diatoms","valve","Melosira distans var. nivaloides","DIAT",354,132
"1268","NISP",NA,"valve",11165,NA,"Diatoms","valve","Melosira nygaardii","DIAT",399,148
"1269","NISP",NA,"valve",11166,NA,"Diatoms","valve","Melosira sp. 5 PIRLA","DIAT",6,6
"1270","NISP",NA,"valve",11167,NA,"Diatoms","valve","Melosira sp. 1 PIRLA","DIAT",116,89
"1271","NISP",NA,"valve",11168,NA,"Diatoms","valve","Melosira sp. 12 PIRLA","DIAT",3,3
"1272","NISP",NA,"valve",11169,NA,"Diatoms","valve","Melosira distans var. 1 PIRLA","DIAT",5,5
"1273","NISP",NA,"valve",11170,NA,"Diatoms","valve","Melosira distans var. nivalis","DIAT",131,105
"1274","NISP",NA,"valve",11171,NA,"Diatoms","valve","Melosira distans var. 3 PIRLA","DIAT",10,7
"1275","NISP",NA,"valve",11172,NA,"Diatoms","valve","Melosira distans var. 4 PIRLA","DIAT",11,10
"1276","NISP",NA,"valve",11173,NA,"Diatoms","valve","Melosira distans var. 2 PIRLA","DIAT",34,22
"1277","NISP",NA,"valve",11174,NA,"Diatoms","valve","Melosira cf. goetzeana","DIAT",12,12
"1278","NISP",NA,"valve",11175,NA,"Diatoms","valve","Melosira lirata fo. biseriata","DIAT",146,128
"1279","NISP",NA,"valve",11176,NA,"Diatoms","valve","Melosira italica var. 1 PIRLA","DIAT",2,2
"1280","NISP",NA,"valve",11177,NA,"Diatoms","valve","Melosira sp. 10 PIRLA","DIAT",2,2
"1281","NISP",NA,"valve",11178,NA,"Diatoms","valve","Melosira herzogii","DIAT",18,18
"1282","NISP",NA,"valve",11180,NA,"Diatoms","valve","Melosira italica subsp. subarctica fo. tenuissima","DIAT",18,18
"1283","NISP",NA,"valve",11181,NA,"Diatoms","valve","Melosira distans vars.","DIAT",109,109
"1284","NISP",NA,"valve",11182,NA,"Diatoms","valve","Melosira lirata var. 1 PIRLA","DIAT",3,3
"1285","NISP",NA,"valve",11183,NA,"Diatoms","valve","Melosira distans var. 6 PIRLA","DIAT",1,1
"1286","NISP",NA,"valve",11184,NA,"Diatoms","valve","Melosira sp. 2 PIRLA","DIAT",2,2
"1287","NISP",NA,"valve",11185,NA,"Diatoms","valve","Melosira (auxospore)","DIAT",2,2
"1288","NISP",NA,"valve",11186,NA,"Diatoms","valve","Melosira roeseana","DIAT",1,1
"1289","NISP",NA,"valve",11188,NA,"Diatoms","valve","Melosira sp. 4 PIRLA","DIAT",12,12
"1290","NISP",NA,"valve",11189,NA,"Diatoms","valve","Melosira sp. 6 PIRLA","DIAT",1,1
"1291","NISP",NA,"valve",11190,NA,"Diatoms","valve","Melosira sp. 8 PIRLA","DIAT",27,27
"1292","NISP",NA,"valve",11191,NA,"Diatoms","valve","Melosira sp. 11 PIRLA","DIAT",1,1
"1293","NISP",NA,"valve",11192,NA,"Diatoms","valve","Melosira roeseana var. epidendron","DIAT",2,2
"1294","NISP",NA,"valve",11194,NA,"Diatoms","valve","Melosira laevis","DIAT",1,1
"1295","NISP",NA,"valve",11195,NA,"Diatoms","valve","Melosira dendrophila","DIAT",1,1
"1296","NISP",NA,"valve",11197,NA,"Diatoms","valve","Melosira undulata var. normanii","DIAT",5,5
"1297","NISP",NA,"valve",11198,NA,"Diatoms","valve","Melosira distans var. 9 PIRLA","DIAT",13,13
"1298","NISP",NA,"valve",11199,NA,"Diatoms","valve","Melosira sp. 16 PIRLA","DIAT",5,5
"1299","NISP",NA,"valve",11201,NA,"Diatoms","valve","Melosira italica var. tenuissima","DIAT",39,39
"1300","NISP",NA,"valve",11202,NA,"Diatoms","valve","Melosira nummuloides","DIAT",1,1
"1301","NISP",NA,"valve",11204,NA,"Diatoms","valve","Melosira varians","DIAT",99,94
"1302","NISP",NA,"valve",11205,NA,"Diatoms","valve","Melosira crenulata","DIAT",129,129
"1303","NISP",NA,"valve",11207,NA,"Diatoms","valve","Melosira spp.","DIAT",149,127
"1304","NISP",NA,"valve",11208,NA,"Diatoms","valve","Melosira sp. 1 ?","DIAT",133,80
"1305","NISP",NA,"valve",11209,NA,"Diatoms","valve","Melosira sp. 2 ?","DIAT",53,31
"1306","NISP",NA,"valve",11210,NA,"Diatoms","valve","Melosira sp. 3 ?","DIAT",20,14
"1307","NISP",NA,"valve",11211,NA,"Diatoms","valve","Melosira sp. 4 ?","DIAT",4,3
"1308","NISP",NA,"valve",11212,NA,"Diatoms","valve","Melosira sp. 9 ?","DIAT",1,1
"1309","NISP",NA,"valve",11213,NA,"Diatoms","valve","Meridion circulare","DIAT",242,160
"1310","NISP",NA,"valve",11214,NA,"Diatoms","valve","Meridion circulare var. constrictum","DIAT",128,121
"1311","NISP",NA,"valve",11215,NA,"Diatoms","valve","Navicula acceptata","DIAT",8,8
"1312","NISP",NA,"valve",11216,NA,"Diatoms","valve","Navicula angusta","DIAT",103,92
"1313","NISP",NA,"valve",11217,NA,"Diatoms","valve","Navicula arvensis","DIAT",163,119
"1314","NISP",NA,"valve",11218,NA,"Diatoms","valve","Navicula sp. 33 PIRLA","DIAT",8,7
"1315","NISP",NA,"valve",11219,NA,"Diatoms","valve","Navicula bicephala","DIAT",2,2
"1316","NISP",NA,"valve",11220,NA,"Diatoms","valve","Navicula biconica","DIAT",1,1
"1317","NISP",NA,"valve",11221,NA,"Diatoms","valve","Navicula bremensis","DIAT",494,170
"1318","NISP",NA,"valve",11222,NA,"Diatoms","valve","Navicula brevissima","DIAT",1,1
"1319","NISP",NA,"valve",11223,NA,"Diatoms","valve","Navicula clamans","DIAT",1,1
"1320","NISP",NA,"valve",11224,NA,"Diatoms","valve","Navicula cocconeiformis","DIAT",492,159
"1321","NISP",NA,"valve",11225,NA,"Diatoms","valve","Navicula cocconeiformis var. capitata","DIAT",2,2
"1322","NISP",NA,"valve",11226,NA,"Diatoms","valve","Navicula contenta var. biceps","DIAT",2,2
"1323","NISP",NA,"valve",11227,NA,"Diatoms","valve","Navicula cryptocephala","DIAT",731,486
"1324","NISP",NA,"valve",11228,NA,"Diatoms","valve","Navicula debilissima","DIAT",1,1
"1325","NISP",NA,"valve",11229,NA,"Diatoms","valve","Navicula diploneoides","DIAT",1,1
"1326","NISP",NA,"valve",11230,NA,"Diatoms","valve","Navicula difficillima","DIAT",136,57
"1327","NISP",NA,"valve",11231,NA,"Diatoms","valve","Navicula dispensata","DIAT",2,2
"1328","NISP",NA,"valve",11232,NA,"Diatoms","valve","Navicula explanata","DIAT",41,35
"1329","NISP",NA,"valve",11233,NA,"Diatoms","valve","Navicula globulifera","DIAT",74,50
"1330","NISP",NA,"valve",11234,NA,"Diatoms","valve","Navicula gottlandica","DIAT",1,1
"1331","NISP",NA,"valve",11235,NA,"Diatoms","valve","Navicula gregaria","DIAT",91,87
"1332","NISP",NA,"valve",11236,NA,"Diatoms","valve","Navicula gysingensis","DIAT",65,60
"1333","NISP",NA,"valve",11237,NA,"Diatoms","valve","Navicula halophila","DIAT",63,63
"1334","NISP",NA,"valve",11238,NA,"Diatoms","valve","Navicula soehrensis var. hassiaca","DIAT",244,107
"1335","NISP",NA,"valve",11239,NA,"Diatoms","valve","Navicula indifferens","DIAT",16,15
"1336","NISP",NA,"valve",11240,NA,"Diatoms","valve","Navicula insociabilis","DIAT",1,1
"1337","NISP",NA,"valve",11241,NA,"Diatoms","valve","Navicula jaernefeltii","DIAT",85,31
"1338","NISP",NA,"valve",11242,NA,"Diatoms","valve","Navicula krasskei","DIAT",110,31
"1339","NISP",NA,"valve",11244,NA,"Diatoms","valve","Navicula laevissima","DIAT",269,150
"1340","NISP",NA,"valve",11245,NA,"Diatoms","valve","Navicula laterostrata","DIAT",31,31
"1341","NISP",NA,"valve",11246,NA,"Diatoms","valve","Navicula globosa","DIAT",14,13
"1342","NISP",NA,"valve",11247,NA,"Diatoms","valve","Navicula lobeliae","DIAT",3,3
"1343","NISP",NA,"valve",11248,NA,"Diatoms","valve","Navicula mediocris","DIAT",810,284
"1344","NISP",NA,"valve",11249,NA,"Diatoms","valve","Navicula minima","DIAT",813,483
"1345","NISP",NA,"valve",11250,NA,"Diatoms","valve","Navicula muralis","DIAT",78,76
"1346","NISP",NA,"valve",11251,NA,"Diatoms","valve","Navicula mutica","DIAT",85,51
"1347","NISP",NA,"valve",11252,NA,"Diatoms","valve","Navicula notha","DIAT",248,204
"1348","NISP",NA,"valve",11253,NA,"Diatoms","valve","Navicula obsidialis","DIAT",2,2
"1349","NISP",NA,"valve",11254,NA,"Diatoms","valve","Navicula paucivisitata","DIAT",22,9
"1350","NISP",NA,"valve",11255,NA,"Diatoms","valve","Navicula pelliculosa","DIAT",10,10
"1351","NISP",NA,"valve",11256,NA,"Diatoms","valve","Navicula gallica var. perpusilla","DIAT",6,6
"1352","NISP",NA,"valve",11257,NA,"Diatoms","valve","Navicula pseudomuralis","DIAT",5,5
"1353","NISP",NA,"valve",11258,NA,"Diatoms","valve","Navicula pseudoscutiformis","DIAT",507,185
"1354","NISP",NA,"valve",11259,NA,"Diatoms","valve","Navicula pupula","DIAT",444,340
"1355","NISP",NA,"valve",11260,NA,"Diatoms","valve","Navicula pupula var. capitata","DIAT",5,5
"1356","NISP",NA,"valve",11261,NA,"Diatoms","valve","Navicula pupula var. mutata","DIAT",11,7
"1357","NISP",NA,"valve",11262,NA,"Diatoms","valve","Navicula pupula var. rectangularis","DIAT",655,238
