,units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,replacement,ecologicalgroup,samples,sites
3282,NISP,NA,valve,38989,NA,Diatoms,valve,Encyonopsis stafsholtii,,DIAT,25,22
1960,NISP,NA,valve,12888,NA,Diatoms,valve,Encyonopsis subminuta,,DIAT,51,48
3075,NISP,NA,valve,38780,NA,Diatoms,valve,Encyonpsis sp. 1 NE Lakes,,DIAT,1,1
392,NISP,NA,valve,10667,NA,Diatoms,valve,Entomoneis alata,,DIAT,19,19
391,NISP,NA,valve,10666,NA,Diatoms,valve,Entomoneis ornata,,DIAT,30,30
390,NISP,NA,valve,10665,NA,Diatoms,valve,Entomoneis paludosa,,DIAT,3,3
1986,NISP,NA,valve,12946,NA,Diatoms,valve,Entomoneis paludosa var. subsalina,,DIAT,8,1
394,NISP,NA,valve,10669,NA,Diatoms,valve,Entomoneis sp. 1 ?,,DIAT,4,4
393,NISP,NA,valve,10668,NA,Diatoms,valve,Entomoneis spp.,,DIAT,4,4
3283,NISP,NA,valve,38990,NA,Diatoms,valve,Eolimna aboensis,,DIAT,17,16
2053,NISP,NA,valve,13103,NA,Diatoms,valve,Eolimna minima,,DIAT,31,30
3076,NISP,NA,valve,38781,NA,Diatoms,valve,Eolimna sp. 1 NE Lakes,,DIAT,39,37
3077,NISP,NA,valve,38782,NA,Diatoms,valve,Eolimna sp. 2 NE Lakes,,DIAT,1,1
2131,NISP,NA,valve,13292,NA,Diatoms,valve,Eolimna subminuscula,,DIAT,20,18
397,NISP,NA,valve,10672,NA,Diatoms,valve,Epithemia adnata,,DIAT,132,131
3683,percent,NA,valve,10672,NA,Diatoms,valve,Epithemia adnata,,DIAT,1,1
3604,NISP,NA,valve,49162,NA,Diatoms,valve,Epithemia adnata sensu lato,,DIAT,24,23
2595,NISP,NA,valve,28715,NA,Diatoms,valve,Epithemia adnata var. porcellus,,DIAT,1,1
399,NISP,NA,valve,10674,NA,Diatoms,valve,Epithemia argus,,DIAT,17,17
395,NISP,NA,valve,10670,NA,Diatoms,valve,Epithemia argus cf. var. protracta,,DIAT,1,1
2924,NISP,NA,valve,36276,NA,Diatoms,valve,Epithemia cf. adnata NLA DB,,DIAT,1,1
2906,NISP,NA,valve,36212,NA,Diatoms,valve,Epithemia cf. turgida NLA DB,,DIAT,1,1
402,NISP,NA,valve,10677,NA,Diatoms,valve,Epithemia reichelti,,DIAT,1,1
396,NISP,NA,valve,10671,NA,Diatoms,valve,Epithemia smithii,,DIAT,12,11
400,NISP,NA,valve,10675,NA,Diatoms,valve,Epithemia sorex,,DIAT,44,44
3685,percent,NA,valve,10675,NA,Diatoms,valve,Epithemia sorex,,DIAT,1,1
404,NISP,NA,valve,10683,NA,Diatoms,valve,Epithemia sp. 1?,,DIAT,6,6
3078,NISP,NA,valve,38783,NA,Diatoms,valve,Epithemia sp. 2 NE Lakes,,DIAT,2,2
403,NISP,NA,valve,10682,NA,Diatoms,valve,Epithemia spp.,,DIAT,96,52
398,NISP,NA,valve,10673,NA,Diatoms,valve,Epithemia turgida,,DIAT,56,56
3684,percent,NA,valve,10673,NA,Diatoms,valve,Epithemia turgida,,DIAT,1,1
3605,NISP,NA,valve,49163,NA,Diatoms,valve,Epithemia turgida sensu lato,,DIAT,10,10
401,NISP,NA,valve,10676,NA,Diatoms,valve,Epithemia turgida var. granulata,,DIAT,17,17
2572,NISP,NA,valve,28148,NA,Diatoms,valve,Epithemia turgida/E. turgida var. granulata,,DIAT,11,11
2259,NISP,NA,valve,25012,NA,Diatoms,valve,Epithemia zebra,,DIAT,10,10
1875,NISP,NA,valve,12775,NA,Diatoms,valve,Eucocconeis alpestris,,DIAT,29,28
3284,NISP,NA,valve,38991,NA,Diatoms,valve,Eucocconeis americana,,DIAT,3,3
2339,NISP,NA,valve,25186,NA,Diatoms,valve,Eucocconeis depressa,,DIAT,4,4
1750,NISP,NA,valve,12514,NA,Diatoms,valve,Eucocconeis flexella,,DIAT,98,90
2286,NISP,NA,valve,25081,NA,Diatoms,valve,Eucocconeis flexella var. alpestris,,DIAT,5,5
1751,NISP,NA,valve,12515,NA,Diatoms,valve,Eucocconeis laevis,,DIAT,66,66
2287,NISP,NA,valve,25082,NA,Diatoms,valve,Eucocconeis leptostriata,,DIAT,7,7
2437,NISP,NA,valve,27107,NA,Diatoms,valve,Eucocconeis sp. 1,,DIAT,1,1
3079,NISP,NA,valve,38784,NA,Diatoms,valve,Eucocconeis sp. 1 NE Lakes,,DIAT,3,3
3080,NISP,NA,valve,38785,NA,Diatoms,valve,Eucocconeis sp. 2 NE Lakes,,DIAT,2,2
2892,NISP,NA,valve,36162,NA,Diatoms,valve,Eucocconeis spp.,,DIAT,1,1
2775,NISP,NA,valve,35376,NA,Diatoms,valve,Eunotia ambivalens,,DIAT,54,52
3286,NISP,NA,valve,38993,NA,Diatoms,valve,Eunotia arcubus,,DIAT,5,5
2000,NISP,NA,valve,13001,NA,Diatoms,valve,Eunotia arculus,,DIAT,5,4
405,NISP,NA,valve,10684,NA,Diatoms,valve,Eunotia arcus,,DIAT,173,82
2705,NISP,NA,valve,30796,NA,Diatoms,valve,Eunotia arcus s.l.,,DIAT,1,1
516,NISP,NA,valve,10815,NA,Diatoms,valve,Eunotia arcus var. fallax,,DIAT,1,1
2753,NISP,NA,valve,31084,NA,Diatoms,valve,Eunotia assymetrica,,DIAT,1,1
406,NISP,NA,valve,10686,NA,Diatoms,valve,Eunotia bactriana,,DIAT,70,31
3285,NISP,NA,valve,38992,NA,Diatoms,valve,Eunotia bertrandii,,DIAT,3,3
3468,NISP,NA,valve,41205,NA,Diatoms,valve,Eunotia bidens/ Eunotia richbuttensis NE Lakes,,DIAT,3,3
407,NISP,NA,valve,10687,NA,Diatoms,valve,Eunotia bidentula,,DIAT,373,136
408,NISP,NA,valve,10688,NA,Diatoms,valve,Eunotia bigibba,,DIAT,130,46
409,NISP,NA,valve,10689,NA,Diatoms,valve,Eunotia bigibba var. pumila,,DIAT,35,18
537,NISP,NA,valve,10852,NA,Diatoms,valve,Eunotia bilunaris,,DIAT,255,227
544,NISP,NA,valve,10864,NA,Diatoms,valve,Eunotia bilunaris var. linearis,,DIAT,15,15
541,NISP,NA,valve,10860,NA,Diatoms,valve,Eunotia bilunaris var. mucophila,,DIAT,233,118
3287,NISP,NA,valve,38994,NA,Diatoms,valve,Eunotia boreoalpina,,DIAT,10,10
3288,NISP,NA,valve,38995,NA,Diatoms,valve,Eunotia botuliformis,,DIAT,13,13
2462,NISP,NA,valve,27166,NA,Diatoms,valve,Eunotia canicula,,DIAT,47,47
410,NISP,NA,valve,10690,NA,Diatoms,valve,Eunotia carolina,,DIAT,67,40
469,NISP,NA,valve,10750,NA,Diatoms,valve,Eunotia carolina var. 1 PIRLA,,DIAT,41,28
2968,NISP,NA,valve,36370,NA,Diatoms,valve,Eunotia cf. arculus,,DIAT,1,1
3555,NISP,NA,valve,45651,NA,Diatoms,valve,Eunotia cf. bilunaris NLA DB,,DIAT,1,1
2855,NISP,NA,valve,36052,NA,Diatoms,valve,Eunotia cf. carolina NLS DME,,DIAT,1,1
2969,NISP,NA,valve,36371,NA,Diatoms,valve,Eunotia cf. glacialis NLA DB,,DIAT,2,2
3490,NISP,NA,valve,45419,NA,Diatoms,valve,Eunotia cf. incisa NLA DB,,DIAT,3,3
501,NISP,NA,valve,10797,NA,Diatoms,valve,Eunotia cf. meisteri,,DIAT,1,1
2970,NISP,NA,valve,36372,NA,Diatoms,valve,Eunotia cf. neofallax NLA DB,,DIAT,2,2
2856,NISP,NA,valve,36054,NA,Diatoms,valve,Eunotia cf. paludosa NLA JPK,,DIAT,4,4
2376,NISP,NA,valve,25511,NA,Diatoms,valve,Eunotia cf. steineckei,,DIAT,7,3
2661,NISP,NA,valve,29884,NA,Diatoms,valve,Eunotia cf. sudetica,,DIAT,1,1
3289,NISP,NA,valve,38996,NA,Diatoms,valve,Eunotia charliereimeri,,DIAT,1,1
3290,NISP,NA,valve,38997,NA,Diatoms,valve,Eunotia chelonia,,DIAT,5,5
540,NISP,NA,valve,10859,NA,Diatoms,valve,Eunotia circumborealis,,DIAT,10,10
3291,NISP,NA,valve,38998,NA,Diatoms,valve,Eunotia cisalpina,,DIAT,9,9
3292,NISP,NA,valve,38999,NA,Diatoms,valve,Eunotia compactarcus,,DIAT,3,3
3293,NISP,NA,valve,39000,NA,Diatoms,valve,Eunotia curtagrunowii,,DIAT,1,1
411,NISP,NA,valve,10691,NA,Diatoms,valve,Eunotia curvata,,DIAT,882,197
3686,percent,NA,valve,10691,NA,Diatoms,valve,Eunotia curvata,,DIAT,1,1
2082,NISP,NA,valve,13172,NA,Diatoms,valve,Eunotia curvata fo. bergii,,DIAT,233,29
490,NISP,NA,valve,10780,NA,Diatoms,valve,Eunotia curvata var. 2 PIRLA,,DIAT,6,4
412,NISP,NA,valve,10692,NA,Diatoms,valve,Eunotia curvata var. capitata,,DIAT,57,27
413,NISP,NA,valve,10693,NA,Diatoms,valve,Eunotia curvata var. subarcuata,,DIAT,122,55
414,NISP,NA,valve,10694,NA,Diatoms,valve,Eunotia denticulata,,DIAT,28,14
415,NISP,NA,valve,10695,NA,Diatoms,valve,Eunotia diodon,,DIAT,39,29
416,NISP,NA,valve,10696,NA,Diatoms,valve,Eunotia elegans,,DIAT,312,107
3294,NISP,NA,valve,39001,NA,Diatoms,valve,Eunotia elena,,DIAT,23,22
3295,NISP,NA,valve,39002,NA,Diatoms,valve,Eunotia eurycephala,,DIAT,2,2
417,NISP,NA,valve,10697,NA,Diatoms,valve,Eunotia exigua,,DIAT,1002,319
3482,NISP,NA,valve,41225,NA,Diatoms,valve,Eunotia exigua / Eunotia pseudogroenlandica,,DIAT,12,12
418,NISP,NA,valve,10698,NA,Diatoms,valve,Eunotia exigua var. bidens,,DIAT,16,7
499,NISP,NA,valve,10795,NA,Diatoms,valve,Eunotia exigua var. compacta,,DIAT,3,3
419,NISP,NA,valve,10699,NA,Diatoms,valve,Eunotia exigua var. tridentula,,DIAT,2,2
533,NISP,NA,valve,10846,NA,Diatoms,valve,Eunotia faba,,DIAT,111,74
3296,NISP,NA,valve,39003,NA,Diatoms,valve,Eunotia fallacoides,,DIAT,2,2
420,NISP,NA,valve,10700,NA,Diatoms,valve,Eunotia fallax,,DIAT,214,75
517,NISP,NA,valve,10816,NA,Diatoms,valve,Eunotia fallax var. gracillima,,DIAT,8,7
2494,NISP,NA,valve,27437,NA,Diatoms,valve,Eunotia fallax var. groenlandica,,DIAT,1,1
421,NISP,NA,valve,10701,NA,Diatoms,valve,Eunotia flexuosa,,DIAT,818,358
3687,percent,NA,valve,10701,NA,Diatoms,valve,Eunotia flexuosa,,DIAT,11,11
2372,NISP,NA,valve,25469,NA,Diatoms,valve,Eunotia flexuosa (straight),,DIAT,20,6
422,NISP,NA,valve,10702,NA,Diatoms,valve,Eunotia flexuosa var. eurycephala,,DIAT,4,4
423,NISP,NA,valve,10703,NA,Diatoms,valve,Eunotia formica,,DIAT,163,150
3688,percent,NA,valve,10703,NA,Diatoms,valve,Eunotia formica,,DIAT,1,1
424,NISP,NA,valve,10704,NA,Diatoms,valve,Eunotia gibbosa,,DIAT,33,12
535,NISP,NA,valve,10849,NA,Diatoms,valve,Eunotia glacialis,,DIAT,20,20
425,NISP,NA,valve,10705,NA,Diatoms,valve,Eunotia hemicyclus,,DIAT,307,104
426,NISP,NA,valve,10706,NA,Diatoms,valve,Eunotia hexaglyphis,,DIAT,59,54
427,NISP,NA,valve,10707,NA,Diatoms,valve,Eunotia iatriaensis,,DIAT,359,95
530,NISP,NA,valve,10843,NA,Diatoms,valve,Eunotia implicata,,DIAT,119,105
428,NISP,NA,valve,10708,NA,Diatoms,valve,Eunotia incisa,,DIAT,1463,517
3689,percent,NA,valve,10708,NA,Diatoms,valve,Eunotia incisa,,DIAT,6,6
473,NISP,NA,valve,10755,NA,Diatoms,valve,Eunotia incisa var. 1 PIRLA,,DIAT,5,5
479,NISP,NA,valve,10763,NA,Diatoms,valve,Eunotia incisa var. 2 PIRLA,,DIAT,8,8
489,NISP,NA,valve,10779,NA,Diatoms,valve,Eunotia incisa var. 6 PIRLA,,DIAT,42,17
511,NISP,NA,valve,10809,NA,Diatoms,valve,Eunotia incisa var. 8 PIRLA,,DIAT,4,2
2288,NISP,NA,valve,25083,NA,Diatoms,valve,Eunotia inflata,,DIAT,4,4
467,NISP,NA,valve,10748,NA,Diatoms,valve,Eunotia intermedia,,DIAT,180,135
3297,NISP,NA,valve,39004,NA,Diatoms,valve,Eunotia islandica,,DIAT,1,1
429,NISP,NA,valve,10709,NA,Diatoms,valve,Eunotia kocheliensis,,DIAT,5,4
3298,NISP,NA,valve,39005,NA,Diatoms,valve,Eunotia kruegeri,,DIAT,4,4
3299,NISP,NA,valve,39006,NA,Diatoms,valve,Eunotia kulikovskiyi,,DIAT,3,3
430,NISP,NA,valve,10710,NA,Diatoms,valve,Eunotia lapponica,,DIAT,70,23
3300,NISP,NA,valve,39007,NA,Diatoms,valve,Eunotia latinasuta,,DIAT,1,1
431,NISP,NA,valve,10711,NA,Diatoms,valve,Eunotia lunaris var. attenuata,,DIAT,316,86
2662,NISP,NA,valve,29886,NA,Diatoms,valve,Eunotia lunaris var. subarcuata,,DIAT,3,3
2386,NISP,NA,valve,26940,NA,Diatoms,valve,Eunotia macroglossa,,DIAT,21,21
432,NISP,NA,valve,10712,NA,Diatoms,valve,Eunotia maior,,DIAT,13,12
3690,percent,NA,valve,10712,NA,Diatoms,valve,Eunotia maior,,DIAT,5,5
512,NISP,NA,valve,10810,NA,Diatoms,valve,Eunotia maior var. ventricosa,,DIAT,3,1
2328,NISP,NA,valve,25172,NA,Diatoms,valve,Eunotia major,,DIAT,45,15
433,NISP,NA,valve,10713,NA,Diatoms,valve,Eunotia meisteri,,DIAT,348,134
434,NISP,NA,valve,10714,NA,Diatoms,valve,Eunotia meisteri var. bidens,,DIAT,95,35
3301,NISP,NA,valve,39008,NA,Diatoms,valve,Eunotia meisteroides,,DIAT,30,30
3302,NISP,NA,valve,39009,NA,Diatoms,valve,Eunotia metamonodon,,DIAT,7,7
435,NISP,NA,valve,10715,NA,Diatoms,valve,Eunotia microcephala,,DIAT,343,89
436,NISP,NA,valve,10716,NA,Diatoms,valve,Eunotia microcephala var. tridentata,,DIAT,53,24
536,NISP,NA,valve,10850,NA,Diatoms,valve,Eunotia minor,,DIAT,77,76
3406,NISP,NA,valve,39120,NA,Diatoms,valve,Eunotia minor/E. dorofeyukae,,DIAT,24,24
437,NISP,NA,valve,10717,NA,Diatoms,valve,Eunotia monodon,,DIAT,145,53
2116,NISP,NA,valve,13251,NA,Diatoms,valve,Eunotia mucophila,,DIAT,32,32
531,NISP,NA,valve,10844,NA,Diatoms,valve,Eunotia muscicola var. tridentula,,DIAT,25,8
438,NISP,NA,valve,10718,NA,Diatoms,valve,Eunotia naegelii,,DIAT,593,218
3416,NISP,NA,valve,39131,NA,Diatoms,valve,Eunotia neocompacta var. vixcompacta,,DIAT,13,13
3303,NISP,NA,valve,39010,NA,Diatoms,valve,Eunotia neofallax,,DIAT,2,2
439,NISP,NA,valve,10719,NA,Diatoms,valve,Eunotia nivalis,,DIAT,1,1
3304,NISP,NA,valve,39011,NA,Diatoms,valve,Eunotia novaeangliae,,DIAT,3,3
3305,NISP,NA,valve,39012,NA,Diatoms,valve,Eunotia novascotica,,DIAT,7,7
1835,NISP,NA,valve,12663,NA,Diatoms,valve,Eunotia nymanniana,,DIAT,48,43
2616,NISP,NA,valve,28943,NA,Diatoms,valve,Eunotia nymannii,,DIAT,1,1
3306,NISP,NA,valve,39013,NA,Diatoms,valve,Eunotia obtusinasuta,,DIAT,7,7
481,NISP,NA,valve,10765,NA,Diatoms,valve,Eunotia paludosa,,DIAT,54,50
542,NISP,NA,valve,10861,NA,Diatoms,valve,Eunotia paludosa var. trinacria,,DIAT,4,4
2448,NISP,NA,valve,27139,NA,Diatoms,valve,Eunotia papilioforma,,DIAT,3,3
440,NISP,NA,valve,10720,NA,Diatoms,valve,Eunotia parallela,,DIAT,29,22
441,NISP,NA,valve,10721,NA,Diatoms,valve,Eunotia pectinalis,,DIAT,266,177
3691,percent,NA,valve,10721,NA,Diatoms,valve,Eunotia pectinalis,,DIAT,2,2
470,NISP,NA,valve,10751,NA,Diatoms,valve,Eunotia pectinalis var. 4 PIRLA,,DIAT,1,1
442,NISP,NA,valve,10722,NA,Diatoms,valve,Eunotia pectinalis var. minor,,DIAT,414,141
2369,NISP,NA,valve,25433,NA,Diatoms,valve,Eunotia pectinalis var. pectinalis,,DIAT,192,46
2342,NISP,NA,valve,25191,NA,Diatoms,valve,Eunotia pectinalis var. polyplastidica,,DIAT,20,2
2751,NISP,NA,valve,31079,NA,Diatoms,valve,Eunotia pectinalis var. stricta,,DIAT,1,1
443,NISP,NA,valve,10723,NA,Diatoms,valve,Eunotia pectinalis var. undulata,,DIAT,207,183
2729,NISP,NA,valve,30901,NA,Diatoms,valve,Eunotia pectinalis var. ventralis,,DIAT,8,8
444,NISP,NA,valve,10724,NA,Diatoms,valve,Eunotia pectinalis var. ventricosa,,DIAT,632,115
445,NISP,NA,valve,10725,NA,Diatoms,valve,Eunotia perpusilla,,DIAT,40,27
492,NISP,NA,valve,10785,NA,Diatoms,valve,Eunotia pirla,,DIAT,195,112
529,NISP,NA,valve,10837,NA,Diatoms,valve,Eunotia polydentula,,DIAT,47,18
2752,NISP,NA,valve,31080,NA,Diatoms,valve,Eunotia polyglyphis,,DIAT,3,1
446,NISP,NA,valve,10727,NA,Diatoms,valve,Eunotia praerupta,,DIAT,427,116
478,NISP,NA,valve,10762,NA,Diatoms,valve,Eunotia praerupta cf. var. monodon fo. polaris,,DIAT,12,11
2706,NISP,NA,valve,30797,NA,Diatoms,valve,Eunotia praerupta s.l.,,DIAT,8,8
447,NISP,NA,valve,10728,NA,Diatoms,valve,Eunotia praerupta var. bidens,,DIAT,4,4
448,NISP,NA,valve,10729,NA,Diatoms,valve,Eunotia praerupta var. inflata,,DIAT,9,5
449,NISP,NA,valve,10730,NA,Diatoms,valve,Eunotia praerupta var. muscicola,,DIAT,2,2
2541,NISP,NA,valve,28027,NA,Diatoms,valve,Eunotia praerupta var. praerupta,,DIAT,6,6
3307,NISP,NA,valve,39014,NA,Diatoms,valve,Eunotia pseudogroenlandica,,DIAT,11,11
3503,NISP,NA,valve,45451,NA,Diatoms,valve,Eunotia pseudoparalleloides,,DIAT,1,1
506,NISP,NA,valve,10802,NA,Diatoms,valve,Eunotia punctastriatum,,DIAT,92,38
450,NISP,NA,valve,10731,NA,Diatoms,valve,Eunotia quaternaria,,DIAT,1,1
543,NISP,NA,valve,10863,NA,Diatoms,valve,Eunotia rabenhorstii,,DIAT,2,2
451,NISP,NA,valve,10732,NA,Diatoms,valve,Eunotia reflexa fo. minores,,DIAT,1,1
452,NISP,NA,valve,10733,NA,Diatoms,valve,Eunotia rhomboidea,,DIAT,489,203
539,NISP,NA,valve,10856,NA,Diatoms,valve,Eunotia rhynchocephala,,DIAT,50,43
2381,NISP,NA,valve,25522,NA,Diatoms,valve,Eunotia rhynchocephala var. satelles,,DIAT,8,8
3417,NISP,NA,valve,39132,NA,Diatoms,valve,Eunotia romanowii,,DIAT,7,7
453,NISP,NA,valve,10734,NA,Diatoms,valve,Eunotia rostellata,,DIAT,10,7
2118,NISP,NA,valve,13256,NA,Diatoms,valve,Eunotia satelles,,DIAT,1,1
2818,NISP,NA,valve,35925,NA,Diatoms,valve,Eunotia seminulum,,DIAT,1,1
454,NISP,NA,valve,10735,NA,Diatoms,valve,Eunotia septentrionalis,,DIAT,223,58
455,NISP,NA,valve,10736,NA,Diatoms,valve,Eunotia serra,,DIAT,574,153
456,NISP,NA,valve,10737,NA,Diatoms,valve,Eunotia serra var. diadema,,DIAT,31,28
532,NISP,NA,valve,10845,NA,Diatoms,valve,Eunotia serra var. tetraodon,,DIAT,7,7
538,NISP,NA,valve,10854,NA,Diatoms,valve,Eunotia siberica,,DIAT,41,11
545,NISP,NA,valve,10865,NA,Diatoms,valve,Eunotia siolii,,DIAT,4,4
457,NISP,NA,valve,10738,NA,Diatoms,valve,Eunotia soleirolii,,DIAT,23,23
2475,NISP,NA,valve,27180,NA,Diatoms,valve,Eunotia sp.,,DIAT,9,8
547,NISP,NA,valve,10867,NA,Diatoms,valve,Eunotia sp. 1 ?,,DIAT,184,98
3081,NISP,NA,valve,38786,NA,Diatoms,valve,Eunotia sp. 1 NE Lakes,,DIAT,7,7
2399,NISP,NA,valve,26985,NA,Diatoms,valve,Eunotia sp. 1 NJSS DME,,DIAT,1,1
3556,NISP,NA,valve,45652,NA,Diatoms,valve,Eunotia sp. 1 NLA DB,,DIAT,1,1
3527,NISP,NA,valve,45620,NA,Diatoms,valve,Eunotia sp. 1 NLS PJG cf. exigua,,DIAT,1,1
491,NISP,NA,valve,10784,NA,Diatoms,valve,Eunotia sp. 1 PIRLA,,DIAT,46,23
556,NISP,NA,valve,10876,NA,Diatoms,valve,Eunotia sp. 10 ?,,DIAT,3,3
3082,NISP,NA,valve,38787,NA,Diatoms,valve,Eunotia sp. 10 NE Lakes,,DIAT,7,7
477,NISP,NA,valve,10761,NA,Diatoms,valve,Eunotia sp. 10 PIRLA,,DIAT,1,1
3586,NISP,NA,valve,45988,NA,Diatoms,valve,Eunotia sp. 11 ?,,DIAT,1,1
3083,NISP,NA,valve,38788,NA,Diatoms,valve,Eunotia sp. 11 NE Lakes,,DIAT,11,11
3557,NISP,NA,valve,45653,NA,Diatoms,valve,Eunotia sp. 11 NLA DB,,DIAT,1,1
502,NISP,NA,valve,10798,NA,Diatoms,valve,Eunotia sp. 11 PIRLA,,DIAT,12,8
474,NISP,NA,valve,10756,NA,Diatoms,valve,Eunotia sp. 12 PIRLA,,DIAT,1,1
3084,NISP,NA,valve,38789,NA,Diatoms,valve,Eunotia sp. 13 NE Lakes,,DIAT,18,18
480,NISP,NA,valve,10764,NA,Diatoms,valve,Eunotia sp. 13 PIRLA,,DIAT,10,4
515,NISP,NA,valve,10813,NA,Diatoms,valve,Eunotia sp. 15 PIRLA,,DIAT,8,3
476,NISP,NA,valve,10759,NA,Diatoms,valve,Eunotia sp. 18 PIRLA,,DIAT,61,33
475,NISP,NA,valve,10757,NA,Diatoms,valve,Eunotia sp. 19 PIRLA,,DIAT,16,8
548,NISP,NA,valve,10868,NA,Diatoms,valve,Eunotia sp. 2 ?,,DIAT,120,51
3085,NISP,NA,valve,38790,NA,Diatoms,valve,Eunotia sp. 2 NE Lakes,,DIAT,3,3
2400,NISP,NA,valve,26986,NA,Diatoms,valve,Eunotia sp. 2 NJSS DME,,DIAT,1,1
3558,NISP,NA,valve,45654,NA,Diatoms,valve,Eunotia sp. 2 NLA DB,,DIAT,1,1
483,NISP,NA,valve,10767,NA,Diatoms,valve,Eunotia sp. 2 PIRLA,,DIAT,31,23
3509,NISP,NA,valve,45600,NA,Diatoms,valve,Eunotia sp. 21 NLA DB,,DIAT,1,1
514,NISP,NA,valve,10812,NA,Diatoms,valve,Eunotia sp. 21 PIRLA,,DIAT,2,2
505,NISP,NA,valve,10801,NA,Diatoms,valve,Eunotia sp. 29 PIRLA,,DIAT,25,5
549,NISP,NA,valve,10869,NA,Diatoms,valve,Eunotia sp. 3 ?,,DIAT,90,39
3086,NISP,NA,valve,38791,NA,Diatoms,valve,Eunotia sp. 3 NE Lakes,,DIAT,3,3
2401,NISP,NA,valve,26987,NA,Diatoms,valve,Eunotia sp. 3 NJSS DME,,DIAT,1,1
3559,NISP,NA,valve,45655,NA,Diatoms,valve,Eunotia sp. 3 NLA DB,,DIAT,1,1
504,NISP,NA,valve,10800,NA,Diatoms,valve,Eunotia sp. 30 PIRLA,,DIAT,14,5
458,NISP,NA,valve,10739,NA,Diatoms,valve,Eunotia sp. 31 PIRLA,,DIAT,12,6
507,NISP,NA,valve,10803,NA,Diatoms,valve,Eunotia sp. 35 PIRLA,,DIAT,18,14
500,NISP,NA,valve,10796,NA,Diatoms,valve,Eunotia sp. 36 PIRLA,,DIAT,7,3
527,NISP,NA,valve,10834,NA,Diatoms,valve,Eunotia sp. 37 PIRLA,,DIAT,7,1
493,NISP,NA,valve,10787,NA,Diatoms,valve,Eunotia sp. 38 PIRLA,,DIAT,7,4
494,NISP,NA,valve,10788,NA,Diatoms,valve,Eunotia sp. 39 PIRLA,,DIAT,8,5
550,NISP,NA,valve,10870,NA,Diatoms,valve,Eunotia sp. 4 ?,,DIAT,63,32
3087,NISP,NA,valve,38792,NA,Diatoms,valve,Eunotia sp. 4 NE Lakes,,DIAT,1,1
3560,NISP,NA,valve,45656,NA,Diatoms,valve,Eunotia sp. 4 NLA DB,,DIAT,1,1
503,NISP,NA,valve,10799,NA,Diatoms,valve,Eunotia sp. 4 PIRLA,,DIAT,4,4
484,NISP,NA,valve,10768,NA,Diatoms,valve,Eunotia sp. 40 PIRLA,,DIAT,14,4
485,NISP,NA,valve,10770,NA,Diatoms,valve,Eunotia sp. 42 PIRLA,,DIAT,1,1
486,NISP,NA,valve,10771,NA,Diatoms,valve,Eunotia sp. 43 PIRLA,,DIAT,1,1
487,NISP,NA,valve,10772,NA,Diatoms,valve,Eunotia sp. 44 PIRLA,,DIAT,1,1
488,NISP,NA,valve,10774,NA,Diatoms,valve,Eunotia sp. 46 PIRLA,,DIAT,1,1
495,NISP,NA,valve,10789,NA,Diatoms,valve,Eunotia sp. 48 PIRLA,,DIAT,67,26
496,NISP,NA,valve,10790,NA,Diatoms,valve,Eunotia sp. 49 PIRLA,,DIAT,2,2
551,NISP,NA,valve,10871,NA,Diatoms,valve,Eunotia sp. 5 ?,,DIAT,41,26
3088,NISP,NA,valve,38793,NA,Diatoms,valve,Eunotia sp. 5 NE Lakes,,DIAT,13,13
497,NISP,NA,valve,10791,NA,Diatoms,valve,Eunotia sp. 51 PIRLA,,DIAT,1,1
498,NISP,NA,valve,10792,NA,Diatoms,valve,Eunotia sp. 52 PIRLA,,DIAT,9,8
513,NISP,NA,valve,10811,NA,Diatoms,valve,Eunotia sp. 53 PIRLA,,DIAT,2,2
552,NISP,NA,valve,10872,NA,Diatoms,valve,Eunotia sp. 6 ?,,DIAT,18,17
510,NISP,NA,valve,10808,NA,Diatoms,valve,Eunotia sp. 6 PIRLA,,DIAT,10,4
519,NISP,NA,valve,10820,NA,Diatoms,valve,Eunotia sp. 60 PIRLA,,DIAT,1,1
520,NISP,NA,valve,10821,NA,Diatoms,valve,Eunotia sp. 61 PIRLA,,DIAT,2,2
521,NISP,NA,valve,10822,NA,Diatoms,valve,Eunotia sp. 62 PIRLA,,DIAT,1,1
522,NISP,NA,valve,10823,NA,Diatoms,valve,Eunotia sp. 63 PIRLA,,DIAT,17,15
523,NISP,NA,valve,10824,NA,Diatoms,valve,Eunotia sp. 64 PIRLA,,DIAT,1,1
524,NISP,NA,valve,10825,NA,Diatoms,valve,Eunotia sp. 65 PIRLA,,DIAT,1,1
525,NISP,NA,valve,10827,NA,Diatoms,valve,Eunotia sp. 68 PIRLA,,DIAT,3,3
526,NISP,NA,valve,10828,NA,Diatoms,valve,Eunotia sp. 69 PIRLA,,DIAT,2,2
553,NISP,NA,valve,10873,NA,Diatoms,valve,Eunotia sp. 7 ?,,DIAT,11,10
3089,NISP,NA,valve,38794,NA,Diatoms,valve,Eunotia sp. 7 NE Lakes,,DIAT,1,1
508,NISP,NA,valve,10804,NA,Diatoms,valve,Eunotia sp. 7 PIRLA,,DIAT,2,2
554,NISP,NA,valve,10874,NA,Diatoms,valve,Eunotia sp. 8 ?,,DIAT,11,10
3090,NISP,NA,valve,38795,NA,Diatoms,valve,Eunotia sp. 8 NE Lakes,,DIAT,14,14
